PEP_ID,National_ID,LON,LAT,ALT,NAME
6760,1332,7.5,47.0833,520,Jegenstorf
6761,1019,9.71667,46.9333,800,Jenaz
6762,990,7.66667,46.5,1175,Kandersteg
6763,691,9.1,47.5167,570,Lanterswil
6764,823,7.01667,46.3333,1250,Leysin
6765,795,7.21667,46.1833,480,Leytron
6766,562,7.73333,47.4833,350,Liestal
6767,484,9,46.9167,650,Linthal
6768,901,8.8,46.1667,200,Locarno
6769,504,6.26667,46.5,900,Longirod
6770,1155,8.31667,47.05,600,Luzern
6771,1411,8.2,46.7167,850,Meiringen
6772,94,8.61667,47.7667,540,Merishausen
6773,982,9.5,47.0167,305,MÌ¦hlin
6774,1263,6.8,46.6667,500,Moudon
6775,1068,7.38333,46.3833,530,Moutier
6776,1091,9.21667,47.1,500,Murg
6777,126,8.33333,47.2667,550,Muri
6778,1105,9.06667,47.1,440,NÌ_fels
6779,981,8.61667,47.6833,435,Neuhausen
6780,1393,8.33333,47.4833,490,Oberehrendingen
6781,659,7.73333,46.8167,950,Oberlangenegg
6782,353,7.61667,47.1333,485,Oeschberg
6783,1274,7.61667,47.1333,485,Orbe
6784,1309,7.21667,47.15,700,Orvin
6785,1064,8.48333,47.65,410,Osterfingen
6786,1244,7.1,46.7667,680,Posieux
6787,882,8.63333,46.4,750,Prato-Sornico
6788,1062,8.55,47.6167,515,Rafz
6789,1508,9.05,47.6333,595,Raperswilen
6790,550,9.38333,47.5667,405,Romanshorn
6791,1598,9.5,47.4667,450,Rorschach
6792,1402,9.05,45.85,670,Sagno
6793,1029,9.43333,47.05,480,Sargans
6794,1354,8,47.3667,450,SchÌ¦nenwerd
6795,206,10.3,46.8,1240,Scuol
6796,205,10.3333,46.8167,1440,Sent
6797,123,8.16667,47.35,550,Seon
6798,603,8.58333,47.2167,480,Sihlbrugg
6799,1475,8.66667,46.7833,510,Silenen
6800,934,9.6,46.35,1000,Stampa
6801,464,9.4,47.3833,830,Teufen
6802,449,6.38333,46.7167,850,Vallorbe
6803,511,9.18333,46.6167,1250,Vals
6804,614,6.16667,46.2833,440,Versoix
6805,1369,8.15,47.4667,415,Villnachern
6806,1401,8.15,47.4667,415,Vira
6807,1517,7.9,46.3,650,Visp
6808,270,8.68333,47.2167,480,WÌ_denswil
6809,156,8.95,47.2833,620,Wald
6810,117,9.1,47.2833,625,Wattwil
6811,116,9.35,47.2,1100,Wildhaus
6812,682,8.03333,47.2833,650,Wiliberg
6813,1474,9.05,47.4667,600,Will
6814,253,8.73333,47.5,580,Winterthur
6815,1514,8.08333,47.05,580,Wolhusen
6816,89,7.55,46.9167,600,Worb
6817,1339,7.81667,47.25,450,Wynau
6818,1341,7.81667,47.0833,850,Wyssachen
6819,310,9.56667,46.9333,600,Zizers
6820,597,8.51667,47.35,530,ZÌ_rich-AlbisgÌ_etli
6821,986,8.56667,47.3833,555,ZÌ_rich-MeteoSchweiz
6822,602,8.48333,47.35,815,ZÌ_rich-Uetliberg
6823,382,8.58333,47.3667,620,ZÌ_rich-Witikon
6824,1203,7.36667,46.55,965,Zweisimmen
6825,1391,6.6,46.9833,1050,La BrÌ©vine
6826,1394,7.08333,46.25,1100,Les Plans-sur-Bex
6827,1397,7.15,46.35,1200,Les Diablerets
6828,1398,7.06667,46.3667,1265,Le SÌ©pey
6829,1520,9.13333,47.5667,510,Hard b. Weinfelden
6830,217,7.18333,46.65,1050,La Valseinte
6831,411,9.63333,46.9667,960,Seewis Dorf
6832,455,6.48333,46.75,660,L' Abergement
6833,678,6.73333,47,1120,Les Ponts-de-Martel
6834,846,6.75,47.05,1020,Le Locle
6835,984,9.35,47.3833,825,Stein AR
6836,265,7.06667,46.2667,1100,Gryon
6837,355,8.81667,47.3167,555,Wetzikon
6838,362,7.6,46.2167,1650,St.Luc
6839,405,9.68333,46.9667,700,Schiers
6840,527,9.51667,47.2167,580,Eschen-Boja
6841,668,7.21667,47.3833,865,Les Rangiers
6842,737,9.83333,46.8167,1560,Davos-Dorf
6843,802,7.18333,45.9833,1350,Liddes
6844,806,7,46.05,1300,Trient
6845,870,9.18333,46.4667,1625,San Bernardino
6846,895,8.6,46.2333,1100,Vergeletto
6847,931,9.66667,46.3833,1460,Casaccia
6848,946,9.83333,46.5,1800,St.Moritz
6849,960,9.9,46.5,1780,Pontresina
6850,962,9.95,46.6,1750,Zuoz
6851,976,10.4667,46.8833,1050,Martina
6852,1299,8.33333,47.05,820,Enges
6853,1395,6.85,46.25,1380,MorginsVS
6854,1405,8.85,46.7,1200,Disentis
6855,1473,8.85,46.7,1200,Ried
6856,1480,8.78333,46.1667,370,Locarno-Monti
6857,1506,8.81667,47.0167,1500,Hoch-Ybrig
6858,1507,9.66667,46.7833,1900,Arosa
6859,1565,7,47.1667,1200,Mont-Soleil
6860,1624,10.4167,46.6,1390,Sta.Maria(ValMustair)
6861,180,9.53333,46.7167,1500,Lenzerheide
7021,1403,10.1167,46.2667,800,Brusio-Piazzo
7022,1066,8.06667,47.5667,330,Laufenburg
7023,1151,8.25,46.9,500,Sarnen
7024,980,9.43333,46.7167,700,Thusis
7025,1566,7.91667,46.6,1300,Wengen
20587,1296,6.93573,47.0004,550,NeuchÌ¢tel
20588,10931,7.78332,46.9428,686,Langnau i.E.
20589,10932,6.37448,46.5544,700,Ballens
20590,10755,7.5848,47.0796,513,AlchenflÌ_h
