Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
38,45.407852,-93.200974,281,MN,99,Betula,papyrifera,paper birch,Plantae,5108,371,Breaking leaf buds,2010,4,23,113,2455310,4,2010,5,14,134,2455331,5
38,45.407852,-93.200974,281,MN,99,Betula,papyrifera,paper birch,Plantae,5108,483,Leaves,2010,4,30,120,2455317,11,2010,8,18,230,2455427,7
637,44.34095,-72.46122,518,VT,62,Alnus,incana,gray alder,Plantae,2007,180,>=75% of full leaf size (deciduous),2010,5,16,136,2455333,8,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,62,Alnus,incana,gray alder,Plantae,2008,180,>=75% of full leaf size (deciduous),2010,5,23,143,2455340,7,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,62,Alnus,incana,gray alder,Plantae,2007,371,Breaking leaf buds,2010,4,16,106,2455303,2,2010,5,16,136,2455333,7
637,44.34095,-72.46122,518,VT,62,Alnus,incana,gray alder,Plantae,2008,371,Breaking leaf buds,2010,4,24,114,2455311,6,2010,5,16,136,2455333,7
637,44.34095,-72.46122,518,VT,62,Alnus,incana,gray alder,Plantae,2007,483,Leaves,2010,5,2,122,2455319,8,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,62,Alnus,incana,gray alder,Plantae,2008,483,Leaves,2010,5,8,128,2455325,6,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,99,Betula,papyrifera,paper birch,Plantae,1991,180,>=75% of full leaf size (deciduous),2010,5,23,143,2455340,7,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,99,Betula,papyrifera,paper birch,Plantae,2018,180,>=75% of full leaf size (deciduous),2010,5,23,143,2455340,7,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,99,Betula,papyrifera,paper birch,Plantae,1991,371,Breaking leaf buds,2010,5,2,122,2455319,8,2010,5,16,136,2455333,7
637,44.34095,-72.46122,518,VT,99,Betula,papyrifera,paper birch,Plantae,2018,371,Breaking leaf buds,2010,5,2,122,2455319,8,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,99,Betula,papyrifera,paper birch,Plantae,1991,483,Leaves,2010,5,8,128,2455325,6,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,99,Betula,papyrifera,paper birch,Plantae,2018,483,Leaves,2010,5,2,122,2455319,8,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,102,Quercus,rubra,northern red oak,Plantae,1935,184,All leaves fallen (deciduous),2010,3,21,80,2455277,-9999,2010,3,21,80,2455277,-9999
637,44.34095,-72.46122,518,VT,102,Quercus,rubra,northern red oak,Plantae,1935,371,Breaking leaf buds,2010,5,23,143,2455340,7,2010,5,30,150,2455347,-9999
637,44.34095,-72.46122,518,VT,102,Quercus,rubra,northern red oak,Plantae,1935,483,Leaves,2010,5,23,143,2455340,7,2010,5,30,150,2455347,-9999
678,45.177551,-89.848251,432,WI,99,Betula,papyrifera,paper birch,Plantae,3979,180,>=75% of full leaf size (deciduous),2010,5,29,149,2455346,21,2010,5,29,149,2455346,27
678,45.177551,-89.848251,432,WI,99,Betula,papyrifera,paper birch,Plantae,3979,371,Breaking leaf buds,2010,4,29,119,2455316,-9999,2010,4,29,119,2455316,9
678,45.177551,-89.848251,432,WI,99,Betula,papyrifera,paper birch,Plantae,3979,483,Leaves,2010,4,29,119,2455316,-9999,2010,5,8,128,2455325,21
678,45.177551,-89.848251,432,WI,102,Quercus,rubra,northern red oak,Plantae,3975,371,Breaking leaf buds,2010,5,8,128,2455325,9,2010,5,8,128,2455325,48
777,39.719887,-104.917572,1645,CO,99,Betula,papyrifera,paper birch,Plantae,641,180,>=75% of full leaf size (deciduous),2010,5,24,144,2455341,15,2010,7,9,190,2455387,-9999
777,39.719887,-104.917572,1645,CO,99,Betula,papyrifera,paper birch,Plantae,641,371,Breaking leaf buds,2010,4,10,100,2455297,-9999,2010,7,9,190,2455387,-9999
777,39.719887,-104.917572,1645,CO,99,Betula,papyrifera,paper birch,Plantae,641,483,Leaves,2010,4,21,111,2455308,11,2010,7,9,190,2455387,-9999
1218,47.676506,-122.360168,67,WA,99,Betula,papyrifera,paper birch,Plantae,5099,180,>=75% of full leaf size (deciduous),2010,4,14,104,2455301,-9999,2010,4,14,104,2455301,185
1218,47.676506,-122.360168,67,WA,99,Betula,papyrifera,paper birch,Plantae,5099,182,All leaves colored (deciduous),2010,10,16,289,2455486,-9999,2010,10,16,289,2455486,-9999
1218,47.676506,-122.360168,67,WA,99,Betula,papyrifera,paper birch,Plantae,5099,371,Breaking leaf buds,2010,3,1,60,2455257,-9999,2010,3,20,79,2455276,25
1218,47.676506,-122.360168,67,WA,99,Betula,papyrifera,paper birch,Plantae,5099,483,Leaves,2010,4,14,104,2455301,25,2010,4,14,104,2455301,185
1239,42.579735,-70.930641,12,MA,99,Betula,papyrifera,paper birch,Plantae,1754,184,All leaves fallen (deciduous),2010,3,27,86,2455283,-9999,2010,3,27,86,2455283,-9999
1327,42.546036,-71.3545,87,MA,102,Quercus,rubra,northern red oak,Plantae,5260,180,>=75% of full leaf size (deciduous),2010,5,9,129,2455326,5,2010,11,11,315,2455512,5
1327,42.546036,-71.3545,87,MA,102,Quercus,rubra,northern red oak,Plantae,5260,181,>=50% of leaves colored (deciduous),2010,10,26,299,2455496,5,2010,11,11,315,2455512,5
1327,42.546036,-71.3545,87,MA,102,Quercus,rubra,northern red oak,Plantae,5260,182,All leaves colored (deciduous),2010,10,26,299,2455496,5,2010,11,11,315,2455512,5
1327,42.546036,-71.3545,87,MA,102,Quercus,rubra,northern red oak,Plantae,5260,183,>=50% of leaves fallen (deciduous),2010,10,31,304,2455501,3,2010,12,17,351,2455548,-9999
1327,42.546036,-71.3545,87,MA,102,Quercus,rubra,northern red oak,Plantae,5260,184,All leaves fallen (deciduous),2010,11,16,320,2455517,5,2010,12,17,351,2455548,-9999
1327,42.546036,-71.3545,87,MA,102,Quercus,rubra,northern red oak,Plantae,5260,371,Breaking leaf buds,2010,4,6,96,2455293,2,2010,4,19,109,2455306,4
1327,42.546036,-71.3545,87,MA,102,Quercus,rubra,northern red oak,Plantae,5260,483,Leaves,2010,4,15,105,2455302,4,2010,11,11,315,2455512,5
1550,44.341782,-72.461853,457,VT,62,Alnus,incana,gray alder,Plantae,2766,371,Breaking leaf buds,2010,4,25,115,2455312,7,2010,5,9,129,2455326,-9999
1550,44.341782,-72.461853,457,VT,62,Alnus,incana,gray alder,Plantae,2767,371,Breaking leaf buds,2010,4,25,115,2455312,7,2010,5,9,129,2455326,-9999
1550,44.341782,-72.461853,457,VT,62,Alnus,incana,gray alder,Plantae,2766,483,Leaves,2010,5,9,129,2455326,14,2010,5,9,129,2455326,-9999
1550,44.341782,-72.461853,457,VT,62,Alnus,incana,gray alder,Plantae,2767,483,Leaves,2010,5,9,129,2455326,14,2010,5,9,129,2455326,-9999
1597,48.054951,-92.765915,412,MN,99,Betula,papyrifera,paper birch,Plantae,2980,180,>=75% of full leaf size (deciduous),2010,5,25,145,2455342,5,2010,9,28,271,2455468,2
1597,48.054951,-92.765915,412,MN,99,Betula,papyrifera,paper birch,Plantae,2980,181,>=50% of leaves colored (deciduous),2010,9,22,265,2455462,13,2010,9,22,265,2455462,6
1597,48.054951,-92.765915,412,MN,99,Betula,papyrifera,paper birch,Plantae,2980,182,All leaves colored (deciduous),2010,9,28,271,2455468,6,2010,9,28,271,2455468,2
1597,48.054951,-92.765915,412,MN,99,Betula,papyrifera,paper birch,Plantae,2980,183,>=50% of leaves fallen (deciduous),2010,9,30,273,2455470,2,2010,9,30,273,2455470,-9999
1597,48.054951,-92.765915,412,MN,99,Betula,papyrifera,paper birch,Plantae,2980,371,Breaking leaf buds,2010,4,25,115,2455312,10,2010,5,10,130,2455327,7
1597,48.054951,-92.765915,412,MN,99,Betula,papyrifera,paper birch,Plantae,2980,483,Leaves,2010,5,17,137,2455334,7,2010,5,20,140,2455337,5
1598,48.051636,-92.766304,395,MN,99,Betula,papyrifera,paper birch,Plantae,3013,180,>=75% of full leaf size (deciduous),2010,5,25,145,2455342,5,2010,7,12,193,2455390,28
1598,48.051636,-92.766304,395,MN,99,Betula,papyrifera,paper birch,Plantae,3013,180,>=75% of full leaf size (deciduous),2010,9,4,247,2455444,26,2010,9,28,271,2455468,9
1598,48.051636,-92.766304,395,MN,99,Betula,papyrifera,paper birch,Plantae,3013,182,All leaves colored (deciduous),2010,9,28,271,2455468,19,2010,9,28,271,2455468,9
1598,48.051636,-92.766304,395,MN,99,Betula,papyrifera,paper birch,Plantae,3013,184,All leaves fallen (deciduous),2010,10,7,280,2455477,9,2010,10,7,280,2455477,-9999
1598,48.051636,-92.766304,395,MN,99,Betula,papyrifera,paper birch,Plantae,3013,371,Breaking leaf buds,2010,4,24,114,2455311,9,2010,5,10,130,2455327,7
1598,48.051636,-92.766304,395,MN,99,Betula,papyrifera,paper birch,Plantae,3013,483,Leaves,2010,5,17,137,2455334,7,2010,5,20,140,2455337,5
1598,48.051636,-92.766304,395,MN,99,Betula,papyrifera,paper birch,Plantae,3013,483,Leaves,2010,8,9,221,2455418,28,2010,8,9,221,2455418,26
1668,40.866283,-73.875717,21,NY,102,Quercus,rubra,northern red oak,Plantae,3223,180,>=75% of full leaf size (deciduous),2010,4,22,112,2455309,7,2010,4,22,112,2455309,-9999
1668,40.866283,-73.875717,21,NY,102,Quercus,rubra,northern red oak,Plantae,3223,181,>=50% of leaves colored (deciduous),2010,11,6,310,2455507,14,2010,11,6,310,2455507,-9999
1668,40.866283,-73.875717,21,NY,102,Quercus,rubra,northern red oak,Plantae,3223,182,All leaves colored (deciduous),2010,11,18,322,2455519,6,2010,11,18,322,2455519,-9999
1668,40.866283,-73.875717,21,NY,102,Quercus,rubra,northern red oak,Plantae,3223,183,>=50% of leaves fallen (deciduous),2010,11,20,324,2455521,2,2010,11,20,324,2455521,-9999
1668,40.866283,-73.875717,21,NY,102,Quercus,rubra,northern red oak,Plantae,3223,184,All leaves fallen (deciduous),2010,12,2,336,2455533,12,2010,12,2,336,2455533,-9999
1668,40.866283,-73.875717,21,NY,102,Quercus,rubra,northern red oak,Plantae,3223,371,Breaking leaf buds,2010,3,28,87,2455284,3,2010,3,28,87,2455284,-9999
1668,40.866283,-73.875717,21,NY,102,Quercus,rubra,northern red oak,Plantae,3223,483,Leaves,2010,4,8,98,2455295,5,2010,4,8,98,2455295,-9999
1817,44.889259,-93.341339,265,MN,99,Betula,papyrifera,paper birch,Plantae,3551,180,>=75% of full leaf size (deciduous),2010,5,12,132,2455329,7,2010,9,11,254,2455451,-9999
1817,44.889259,-93.341339,265,MN,99,Betula,papyrifera,paper birch,Plantae,3551,371,Breaking leaf buds,2010,4,12,102,2455299,15,2010,9,11,254,2455451,-9999
1817,44.889259,-93.341339,265,MN,99,Betula,papyrifera,paper birch,Plantae,3551,483,Leaves,2010,4,17,107,2455304,5,2010,5,12,132,2455329,11
1817,44.889259,-93.341339,265,MN,99,Betula,papyrifera,paper birch,Plantae,3551,483,Leaves,2010,6,13,164,2455361,13,2010,9,11,254,2455451,-9999
1915,41.78344,-73.732552,128,NY,102,Quercus,rubra,northern red oak,Plantae,3993,180,>=75% of full leaf size (deciduous),2010,5,4,124,2455321,4,2010,11,8,312,2455509,-9999
1915,41.78344,-73.732552,128,NY,102,Quercus,rubra,northern red oak,Plantae,3993,181,>=50% of leaves colored (deciduous),2010,10,12,285,2455482,13,2010,11,8,312,2455509,-9999
1915,41.78344,-73.732552,128,NY,102,Quercus,rubra,northern red oak,Plantae,3993,182,All leaves colored (deciduous),2010,10,22,295,2455492,4,2010,11,8,312,2455509,-9999
1915,41.78344,-73.732552,128,NY,102,Quercus,rubra,northern red oak,Plantae,3993,183,>=50% of leaves fallen (deciduous),2010,11,1,305,2455502,7,2010,11,8,312,2455509,-9999
1915,41.78344,-73.732552,128,NY,102,Quercus,rubra,northern red oak,Plantae,3993,184,All leaves fallen (deciduous),2010,11,8,312,2455509,7,2010,11,8,312,2455509,-9999
1915,41.78344,-73.732552,128,NY,102,Quercus,rubra,northern red oak,Plantae,3993,371,Breaking leaf buds,2010,4,12,102,2455299,4,2010,11,8,312,2455509,-9999
1915,41.78344,-73.732552,128,NY,102,Quercus,rubra,northern red oak,Plantae,3993,483,Leaves,2010,4,22,112,2455309,7,2010,11,8,312,2455509,-9999
1947,42.778805,-87.854042,208,WI,99,Betula,papyrifera,paper birch,Plantae,4123,371,Breaking leaf buds,2010,4,21,111,2455308,-9999,2010,4,21,111,2455308,-9999
1947,42.778805,-87.854042,208,WI,99,Betula,papyrifera,paper birch,Plantae,4123,483,Leaves,2010,4,21,111,2455308,-9999,2010,4,21,111,2455308,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4246,180,>=75% of full leaf size (deciduous),2010,5,16,136,2455333,-9999,2010,5,16,136,2455333,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4247,180,>=75% of full leaf size (deciduous),2010,5,16,136,2455333,-9999,2010,5,16,136,2455333,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4248,180,>=75% of full leaf size (deciduous),2010,5,16,136,2455333,-9999,2010,5,16,136,2455333,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4249,180,>=75% of full leaf size (deciduous),2010,5,16,136,2455333,-9999,2010,5,16,136,2455333,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4250,180,>=75% of full leaf size (deciduous),2010,5,16,136,2455333,-9999,2010,5,16,136,2455333,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4246,371,Breaking leaf buds,2010,5,9,129,2455326,-9999,2010,5,11,131,2455328,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4247,371,Breaking leaf buds,2010,5,9,129,2455326,-9999,2010,5,11,131,2455328,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4248,371,Breaking leaf buds,2010,5,9,129,2455326,-9999,2010,5,9,129,2455326,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4249,371,Breaking leaf buds,2010,5,9,129,2455326,-9999,2010,5,9,129,2455326,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4250,371,Breaking leaf buds,2010,5,9,129,2455326,-9999,2010,5,9,129,2455326,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4246,483,Leaves,2010,5,11,131,2455328,-9999,2010,5,11,131,2455328,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4247,483,Leaves,2010,5,11,131,2455328,-9999,2010,5,11,131,2455328,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4249,483,Leaves,2010,5,11,131,2455328,-9999,2010,5,11,131,2455328,-9999
2042,61.19146,-149.85379,34,AK,99,Betula,papyrifera,paper birch,Plantae,4250,483,Leaves,2010,5,11,131,2455328,-9999,2010,5,11,131,2455328,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4352,180,>=75% of full leaf size (deciduous),2010,4,22,112,2455309,-9999,2010,4,22,112,2455309,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4354,180,>=75% of full leaf size (deciduous),2010,4,22,112,2455309,6,2010,4,22,112,2455309,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4355,180,>=75% of full leaf size (deciduous),2010,4,29,119,2455316,-9999,2010,4,29,119,2455316,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4352,181,>=50% of leaves colored (deciduous),2010,10,31,304,2455501,14,2010,10,31,304,2455501,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4354,181,>=50% of leaves colored (deciduous),2010,10,31,304,2455501,14,2010,10,31,304,2455501,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4355,181,>=50% of leaves colored (deciduous),2010,11,6,310,2455507,6,2010,11,6,310,2455507,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4354,182,All leaves colored (deciduous),2010,10,31,304,2455501,14,2010,10,31,304,2455501,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4354,183,>=50% of leaves fallen (deciduous),2010,10,31,304,2455501,14,2010,10,31,304,2455501,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4352,371,Breaking leaf buds,2010,6,13,164,2455361,72,2010,6,13,164,2455361,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4354,371,Breaking leaf buds,2010,4,7,97,2455294,5,2010,4,7,97,2455294,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4355,371,Breaking leaf buds,2010,4,7,97,2455294,19,2010,4,7,97,2455294,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4352,483,Leaves,2010,4,7,97,2455294,-9999,2010,4,7,97,2455294,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4354,483,Leaves,2010,6,13,164,2455361,-9999,2010,6,13,164,2455361,-9999
2119,40.862221,-73.875191,26,NY,102,Quercus,rubra,northern red oak,Plantae,4355,483,Leaves,2010,4,16,106,2455303,-9999,2010,4,16,106,2455303,-9999
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4310,180,>=75% of full leaf size (deciduous),2010,4,24,114,2455311,7,2010,4,24,114,2455311,-9999
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4318,180,>=75% of full leaf size (deciduous),2010,4,17,107,2455304,7,2010,4,17,107,2455304,-9999
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4320,180,>=75% of full leaf size (deciduous),2010,4,24,114,2455311,7,2010,4,24,114,2455311,-9999
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4318,181,>=50% of leaves colored (deciduous),2010,10,30,303,2455500,31,2010,10,30,303,2455500,63
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4320,181,>=50% of leaves colored (deciduous),2010,10,30,303,2455500,31,2010,10,30,303,2455500,63
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4318,182,All leaves colored (deciduous),2010,11,28,332,2455529,7,2010,11,28,332,2455529,-9999
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4320,182,All leaves colored (deciduous),2010,11,12,316,2455513,6,2010,11,12,316,2455513,-9999
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4318,183,>=50% of leaves fallen (deciduous),2010,11,21,325,2455522,9,2010,11,21,325,2455522,-9999
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4320,183,>=50% of leaves fallen (deciduous),2010,11,21,325,2455522,9,2010,11,21,325,2455522,-9999
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4310,483,Leaves,2010,4,10,100,2455297,7,2010,4,10,100,2455297,-9999
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4318,483,Leaves,2010,4,10,100,2455297,7,2010,4,10,100,2455297,266
2120,40.863445,-73.876656,43,NY,102,Quercus,rubra,northern red oak,Plantae,4320,483,Leaves,2010,4,10,100,2455297,7,2010,4,10,100,2455297,266
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,180,>=75% of full leaf size (deciduous),2010,5,3,123,2455320,3,2010,9,1,244,2455441,7
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,181,>=50% of leaves colored (deciduous),2010,9,8,251,2455448,7,2010,10,4,277,2455474,3
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,182,All leaves colored (deciduous),2010,9,24,267,2455464,4,2010,10,4,277,2455474,3
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,183,>=50% of leaves fallen (deciduous),2010,10,4,277,2455474,6,2010,10,4,277,2455474,3
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,184,All leaves fallen (deciduous),2010,10,7,280,2455477,3,2010,10,7,280,2455477,-9999
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,371,Breaking leaf buds,2010,4,26,116,2455313,3,2010,4,30,120,2455317,14
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,483,Leaves,2010,4,30,120,2455317,7,2010,9,1,244,2455441,7
2394,45.425339,-93.186249,280,MN,102,Quercus,rubra,northern red oak,Plantae,5109,180,>=75% of full leaf size (deciduous),2010,4,30,120,2455317,4,2010,9,16,259,2455456,4
2394,45.425339,-93.186249,280,MN,102,Quercus,rubra,northern red oak,Plantae,5109,181,>=50% of leaves colored (deciduous),2010,10,11,284,2455481,4,2010,11,4,308,2455505,-9999
2394,45.425339,-93.186249,280,MN,102,Quercus,rubra,northern red oak,Plantae,5109,182,All leaves colored (deciduous),2010,10,15,288,2455485,4,2010,11,4,308,2455505,-9999
2394,45.425339,-93.186249,280,MN,102,Quercus,rubra,northern red oak,Plantae,5109,183,>=50% of leaves fallen (deciduous),2010,10,18,291,2455488,3,2010,11,4,308,2455505,-9999
2394,45.425339,-93.186249,280,MN,102,Quercus,rubra,northern red oak,Plantae,5109,371,Breaking leaf buds,2010,4,16,106,2455303,4,2010,5,14,134,2455331,5
2394,45.425339,-93.186249,280,MN,102,Quercus,rubra,northern red oak,Plantae,5109,483,Leaves,2010,4,23,113,2455310,7,2010,9,16,259,2455456,4
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,180,>=75% of full leaf size (deciduous),2010,5,19,139,2455336,5,2010,9,1,244,2455441,7
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,181,>=50% of leaves colored (deciduous),2010,9,8,251,2455448,7,2010,10,4,277,2455474,3
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,182,All leaves colored (deciduous),2010,10,4,277,2455474,10,2010,10,4,277,2455474,3
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,183,>=50% of leaves fallen (deciduous),2010,10,4,277,2455474,10,2010,10,4,277,2455474,3
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,184,All leaves fallen (deciduous),2010,10,7,280,2455477,3,2010,10,7,280,2455477,-9999
