PEP_ID;National_ID;LON;LAT;ALT;NAME
7297;140415;16.25;49.0667;345;Jamolice
7298;140744;16.7167;49.1;220;Sokolnice
7299;141202;16.0167;49.1667;410;Konesin
7300;141726;16.4167;49.2667;310;Veverska-Bityska
7301;143214;16.2167;49.5167;560;Domaninek
7302;143712;16.2;49.6;650;Jimramovske-Pavlovice
7303;144457;16.95;49.7167;258;Palonin
7304;145219;16.3167;49.8667;343;Litomysl
7305;145427;16.45;49.9;390;Ceska-Trebova
7306;145710;16.1667;49.95;280;Vysoke-Myto
7307;145957;16.95;49.9667;330;Temenice
7308;150520;17.3167;49.0667;220;Buchlovice
7309;151355;17.9167;49.2167;450;Bratrejov
7310;152550;17.8167;49.4167;450;Rajnochovice
7311;152727;17.45;49.45;207;Prerov
7312;153604;17.0667;49.6;230;Namest-n.Hane
7313;153623;17.3667;49.6;256;Velka-Bystrice
7314;154355;17.9167;49.7167;300;Fulnek
7315;154838;17.6167;49.8;512;Budisov-n.-Budisovkou
7316;154858;17.9667;49.8;437;Slatina
7317;155654;17.8833;49.9167;260;Opava
7318;161804;18.0667;49.3;420;Hovezi
7319;162400;18;49.4;450;Ruzdka
7320;163819;18.3167;49.6167;330;Palkovice
7321;164021;18.35;49.6667;290;Mistek
7322;164324;18.4;49.7167;340;Bruzovice
7323;164414;18.2167;49.7167;280;Krmelin
7324;164626;18.4167;49.7667;280;Dolni-Bludovice
7325;164732;18.5167;49.7667;286;Albrechtice
7326;165601;18.0167;49.9167;250;Kravare
7327;165904;18.0667;49.9667;260;Koberice
7328;235644;15.7167;48.9167;450;Bitov
7329;255817;17.2667;48.9667;200;Bzenec
7330;255943;17.7167;48.9667;230;Banov
7331;1150523;17.3667;49.0667;240;Zlechov
7332;42158;13.9667;50.35;345;Peruc
7333;42840;13.6667;50.4667;243;Zidovice
7334;50814;14.2167;50.1167;320;Stredokluky
7335;60907;15.1167;50.15;190;Podebrady
7336;64703;15.05;50.7667;380;Ruzodol-I
7337;70230;16.5;50.0167;380;Letohrad
7338;73610;16.1667;50.6;500;Teplice-nad-Metuji
7339;103148;12.8;49.5167;425;Pobezovice
7340;112216;13.2667;49.3667;410;Lomec
7341;113319;13.3167;49.55;370;Luzany
7342;115315;13.25;49.8667;550;Horni-Bela
7343;130453;15.8667;49.0667;330;Blatnice
7344;130926;15.4167;49.15;550;Kostelni-Myslova-
7345;132436;15.5667;49.4;520;Jihlava
7346;140000;15.9667;48.9667;350;Jevisovice
7347;141210;16.1333;49.2;385;Namest-n.Osl.
7348;143440;16.6333;49.5667;410;Vanovice
7349;144721;16.35;49.7667;430;Trstenice
7350;164437;18.6167;49.7167;270;Cesky-Tesin
7351;164636;18.6;49.7667;270;Cesky-Tesin
7352;0;16.8;48.7667;165;Lednice
7353;245305;16.0667;48.8667;300;Kucharovice
7354;245826;16.4167;48.95;170;Branisovice
7355;40644;13.7167;50.1;330;Rakovnik
7356;113242;13.7;49.5167;570;Dozice
7357;10221;14.35;51.0167;400;Licsi
7358;105239;12.65;49.8667;570;Chod.Ujezd
7359;142101;16;49.35;490;Velke-Mezirici
7360;155922;17.3667;49.9667;650;Vaclavov
7361;114221;13.35;49.7;370;Litice
7362;140623;16.3667;49.1;280;Ivancice
7363;123613;14.2167;49.6;420;Milesov
19485;0;13.38;49.783;328;Pilzen
19486;0;13.65;49.666;550;Prikosice
19487;0;15.433;50.766;670;Harrachow
19488;0;14.166;50.45;155;Doksany
19489;0;17.383;49.3;210;Kromeriz
19490;0;14.1666;50.45;155;Doksany
19491;0;16.0333;49.5833;680;Svratouch
19492;0;15.7166;49.6;530;Pribslav
19493;0;12.916;40.0666;630;Krasne Udoli
20311;0;16.7667;49.2833;450;Brezina
20312;0;13.3833;50.6333;630;Brandov
20313;0;13.1333;50.4333;803;Medenec
20382;0;15.3333;49.0667;540;Cesky Rudolec
20383;0;13.5167;49.0333;1102;Filipova Hut
20384;0;16.5;50.1833;743;Horni Rokytnice
20385;0;17.1;50;425;Sobotin
